Bahar 3,Dubai,AE,161,,49,2004,2007,concrete,residential
Ramada Plaza Jumeirah Beach,Dubai,AE,161,,49,2004,2007,concrete,hotel
FIVE,Toronto,CA,161,38775,48,2011,2016,concrete,residential / residential
Shibaura Island Cape Tower,Tokyo,JP,161,141464,48,2004,2007,concrete,residential
Shimao Riviera Garden 6,Shanghai,CN,161,,48,,2001,concrete,residential
City Tower Gran Tennoji,Osaka,JP,161,38868,43,2004,2007,concrete,residential
Vorobiovy Gory Tower I,Moscow,RU,161,,43,,2004,concrete,residential
Vorobiovy Gory Tower III,Moscow,RU,161,,43,,2004,concrete,residential
Anacaona 27,Santo Domingo,DO,161,59127,41,2012,2017,concrete,residential
Lanko Hyatt Business Mansion,Chongqing,CN,161,,41,2000,2004,concrete,office / retail
National Bank House,Melbourne,AU,161,,40,,1978,composite,office
Coeur Defense,Courbevoie,FR,161,214698,39,1999,2001,concrete,office
Altino Arantes,S??o Paulo,BR,161,,36,1939,1947,concrete,office
Oriental Plaza T2,Chongqing,CN,161,,30,2012,2015,concrete,office / retail
Xin Jinan Yihao Mansion Block 1A,Shenzhen,CN,161,,45,2014,2016,concrete,residential
Xin Jinan Yihao Mansion Block 1B,Shenzhen,CN,161,,45,2014,2016,concrete,residential
Xin Jinan Yihao Mansion Block 1C,Shenzhen,CN,161,,45,2014,2016,concrete,residential
Xin Jinan Yihao Mansion Block 2A,Shenzhen,CN,161,,45,2014,2016,concrete,residential
Xin Jinan Yihao Mansion Block 2B,Shenzhen,CN,161,,45,2014,2016,concrete,residential
The Metropolis,New York City,US,160.9,33096,53,2000,2001,concrete,residential
Jade at Brickell Bay,Miami,US,160.9,,49,2002,2004,concrete,residential
Pyne By Sansiri,Bangkok,TH,160.9,30197,44,2010,2012,concrete,residential
Flame Tower 3,Baku,AZ,160.8,,28,2007,2013,steel/concrete,office
2 Southbank Boulevard,Melbourne,AU,160.8,52250,40,2002,2005,concrete,office
Swiss Tower,Dubai,AE,160.8,46300,40,2007,2010,concrete,residential / office
William Beaver House,New York City,US,160.8,,47,2006,2010,concrete,residential
Cetus,Pattaya,TH,160.7,,50,2013,2015,concrete,residential
Travelers Tower,Hartford,US,160.6,,24,,1919,steel,office
Poly Real Estate Headquarters Tower 1,Guangzhou,CN,160.6,122000,34,2004,2007,composite,office
Poly Real Estate Headquarters Tower 2,Guangzhou,CN,160.6,122000,34,2004,2007,composite,office
Residence 8 @ Senopati Equity Tower,Jakarta,ID,160.6,,32,2009,2012,concrete,office
Oriental Fisherman's Wharf Tower,Shanghai,CN,160.5,60000,34,2010,2015,concrete,residential / office
Linden Hotel,Kaohsiung,TW,160.3,69815,42,,1994,steel,hotel
North American Plywood Building,New York City,US,160.3,,41,,1972,steel,office
NECOM House,Lagos,NG,160.3,,32,,1979,concrete,office
Huarun Jiacheng Five Elephants #18,Nanning,CN,160.3,,54,2015,2017,concrete,residential
Vehicle Assembly Building,Cape Canaveral,US,160.3,,40,1962,1965,steel,industrial
Zhongzhou EClASS,Shenzhen,CN,160.3,85000,40,,2016,concrete,residential / retail
Suzhou Center Plaza 4,Suzhou,CN,160.3,,33,2014,2017,concrete,office
Fortune Heights T11,Tianjin,CN,160.3,,43,,2014,concrete,residential
Fortune Heights T14,Tianjin,CN,160.3,,43,,2014,concrete,residential
Raemian Yongsan Tower 1,Seoul,KR,160.2,,40,2014,2017,composite,residential / SOHO
Raemian Yongsan Tower 2,Seoul,KR,160.2,,40,2014,2017,composite,residential / SOHO
Les Saisons,Hong Kong,CN,160.1,74320,50,,2002,concrete,residential
20 Fenchurch Street,London,GB,160.1,104516,36,2009,2014,composite,office
Metropolis 1,Hong Kong,CN,160.1,,50,,2005,concrete,residential
Metropolis 2,Hong Kong,CN,160.1,,50,,2005,concrete,residential
Metropolis 3,Hong Kong,CN,160.1,,50,,2005,concrete,residential
Metropolis 5,Hong Kong,CN,160.1,,50,,2005,concrete,residential
Torre El Faro I,Buenos Aires,AR,160,,46,,2003,concrete,residential
Torre El Faro II,Buenos Aires,AR,160,,46,,2005,concrete,residential
Harrah`s Waterfront Tower,Atlantic City,US,160,,44,2006,2008,concrete,hotel / casino
Gree Square R1,Zhuhai,CN,160,,52,,2014,concrete,residential / residential
Gree Square R2,Zhuhai,CN,160,,52,,2014,concrete,residential / residential
Buckingham Place,Macau,CN,160,,50,,2009,concrete,residential
International Foreign Trade Center,Shenzhen,CN,160,,50,1982,1985,concrete,hotel
Belcher's Hill,Hong Kong,CN,160,,49,2008,2011,concrete,residential
Xinbaolong Yicheng Tower 4,Chongqing,CN,160,,49,2006,2009,concrete,residential
City Point Tower 1,Hong Kong,CN,160,,48,2011,2015,concrete,residential
City Point Tower 2,Hong Kong,CN,160,,48,2011,2015,concrete,residential
City Point Tower 3,Hong Kong,CN,160,,48,2011,2015,concrete,residential
Hongding International Garden A,Chongqing,CN,160,,48,2003,2005,concrete,office / retail
Park Lane Manor  Tower 1,Shenzhen,CN,160,,48,,2009,concrete,residential
Park Lane Manor  Tower 2,Shenzhen,CN,160,,48,,2009,concrete,residential
Park Lane Manor  Tower 3,Shenzhen,CN,160,,48,,2009,concrete,residential
Plaza on Brickell Tower II,Miami,US,160,,48,2005,2007,concrete,residential
The Palm Wongamat Beach Tower A,Pattaya,TH,160,,46,2012,2016,concrete,residential
Fuyingmen,Shenzhen,CN,160,,45,2012,2015,concrete,residential
Island Lodge,Hong Kong,CN,160,,45,2007,2009,concrete,residential
Peace Hotel Tower A,Nanchang,CN,160,,45,,2013,concrete,hotel
Sky Gardens,Dubai,AE,160,,45,2005,2008,concrete,residential
Yihwa International Residential Tower A,Taipei,TW,160,,45,2010,2014,steel,residential
Yihwa International Residential Tower B,Taipei,TW,160,,45,2010,2014,steel,residential
Exen Plaza,Istanbul,TR,160,,44,2011,2014,concrete,residential / office
The Pierre,New York City,US,160,,44,,1930,steel,hotel
Torun Center  East Tower,Istanbul,TR,160,,43,2011,2016,concrete,residential
Torun Center  South Tower,Istanbul,TR,160,,43,2011,2016,concrete,residential
United Plaza,Shanghai,CN,160,65032,43,1997,2001,concrete,office
Sky Tower 1,Istanbul,TR,160,,42,2009,2011,concrete,residential
Al Jon Tower,Kuwait City,KW,160,,40,2005,2007,concrete,office
Black Pearl Tower,Manama,BH,160,,40,2005,2008,concrete,residential
Pauline's World City T2,Chongqing,CN,160,67900,40,,2017,concrete,residential / retail
Shahla Tower,Dubai,AE,160,,40,2013,2017,concrete,residential
767 3rd Avenue,New York City,US,160,23442,39,,1980,steel,office
Treasure Garden,Taichung,TW,160,29349,39,2014,2017,steel,residential
Ha`arbaa Tower 1,Tel Aviv,IL,160,,38,2012,2017,concrete,office
The Troika Tower 1,Kuala Lumpur,MY,160,,38,2006,2010,concrete,residential
Vision Tower,Balneario Camboriu,BR,160,,38,2013,2017,concrete,residential
Portakal Cicegi Kulesi,Ankara,TR,160,40380,37,2007,2011,concrete,residential
Astoria,Panama City,PA,160,,36,2007,2009,concrete,residential
Majestower Beomil 103,Busan,KR,160,,36,2007,2009,concrete,residential / office
Torre Repsol YPF,Buenos Aires,AR,160,75112,36,,2008,concrete,office
Al Seef Tower III,Dubai,AE,160,,35,2005,2008,concrete,residential
Ayala Tower One,Makati,PH,160,,35,1993,1996,concrete,office
Tamweel Tower,Dubai,AE,160,,35,2005,2009,concrete,residential / office
Jinan Center Financial City A43,Jinan,CN,160,,34,,2016,composite,office
Jinan Center Financial City A55,Jinan,CN,160,,34,,2016,composite,office
Jinan Center Financial City A44,Jinan,CN,160,,33,,2016,composite,office
Villas in the Sky,Riyadh,SA,160,41000,32,2011,2016,concrete,residential / office
Nihon Seimei Marunouchi Building,Tokyo,JP,160,94414,28,2001,2004,steel/concrete,office
Al Jawhara Tower,Kuwait City,KW,160,,27,,2008,concrete,office
Jinshui Wanda Center Residential Tower 1,Zhengzhou,CN,160,,,2014,2016,concrete,residential
Jinshui Wanda Center Residential Tower 2,Zhengzhou,CN,160,,,2014,2016,concrete,residential
Jinshui Wanda Center Residential Tower 3,Zhengzhou,CN,160,,,2014,2016,concrete,residential
Wanxiang City Tower 5,Hangzhou,CN,160,,,2012,2014,concrete,
One Peking Road,Hong Kong,CN,160,26300,30,2000,2003,composite,office
465 North Park,Chicago,US,159.9,594675,48,2016,2018,concrete,residential
Victory Garden Block B,Guangzhou,CN,159.9,,48,2001,2004,concrete,residential
Concieria NishiShinjuku Tower's West,Tokyo,JP,159.8,63967,44,2005,2008,concrete,residential
River Plaza,Chicago,US,159.7,,56,,1977,concrete,residential
399 Park Avenue,New York City,US,159.7,105410,41,1959,1961,steel,office
Amazon Tower I,Seattle,US,159.7,,37,2013,2016,composite,office
Tornare Nihonbashi Hamacho Tower,Tokyo,JP,159.7,98440,47,2003,2005,composite,residential
Apartment Tower Kachidoki,Tokyo,JP,159.7,54431,45,2007,2011,concrete,residential
One Wanchai,Hong Kong,CN,159.7,,42,2010,2012,concrete,residential
425 Market Street,San Francisco,US,159.7,82345,38,,1973,steel,office
Guoyin Minsheng Financial Building 1,Shenzhen,CN,159.7,,34,,2018,composite,office
The Pinnacle@Duxton Block 1A,Singapore,SG,159.7,,50,2003,2009,concrete,residential
The Pinnacle@Duxton Block 1B,Singapore,SG,159.7,,50,2003,2009,concrete,residential
The Pinnacle@Duxton Block 1D,Singapore,SG,159.7,,50,2003,2009,concrete,residential
The Pinnacle@Duxton Block 1E,Singapore,SG,159.7,,50,2003,2009,concrete,residential
The Pinnacle@Duxton Block 1F,Singapore,SG,159.7,,50,2003,2009,concrete,residential
The Pinnacle@Duxton Block 1G,Singapore,SG,159.7,,50,2003,2009,concrete,residential
Tribunal de Paris,Paris,FR,159.7,142000,38,2014,2017,composite,office
Shimao Wulihe City 3#,Shenyang,CN,159.6,,52,2008,2011,concrete,residential
CF Calgary City Centre Phase I,Calgary,CA,159.6,86200,37,,2016,concrete,office
Mokdong Trapalace Tower D,Seoul,KR,159.6,,41,2006,2009,concrete,residential
The Paragon Chicago,Chicago,US,159.4,,48,2017,2019,concrete,residential
35 East Wacker Drive,Chicago,US,159.4,,40,1925,1927,steel,office
Pennzoil Place I,Houston,US,159.4,,36,,1976,composite,office
Pennzoil Place II,Houston,US,159.4,,36,,1976,composite,office
Mercantile Building,Dallas,US,159.4,,31,,1943,steel,office
Scotts Square Scotts Wing,Singapore,SG,159.4,,43,2009,2011,concrete,residential
The Landmark Gloucester Tower,Hong Kong,CN,159.4,,46,,1980,concrete,office
The Landmark Edinburgh Tower,Hong Kong,CN,159.4,,45,,1983,concrete,hotel / office
Villa Serena Home Club Torre A,Balneario Camboriu,BR,159.3,27917,49,2007,2012,concrete,residential
Villa Serena Home Club Torre B,Balneario Camboriu,BR,159.3,27917,49,2007,2012,concrete,residential
Westend Gate,Frankfurt am Main,DE,159.3,,44,1972,1976,composite,hotel / office
Rondo 1,Warsaw,PL,159.2,75000,40,2003,2006,concrete,office
505,Nashville,US,159.1,65107,46,2015,2018,concrete,residential / hotel
Brillia Tower Tokyo,Tokyo,JP,159.1,90307,45,2002,2006,composite,residential
Kemper Building,Chicago,US,159.1,64567,41,1960,1962,steel,office
825 Third Avenue,New York City,US,159.1,49161,40,,1969,steel,office
Haeundae Hillside We've Tower 201,Busan,KR,159.1,37446,47,2010,2014,concrete,residential
Dynasty Court Tower 12,Hong Kong,CN,159,,47,,1991,concrete,residential
Rich Gate City Phase II Tower A1,Shenyang,CN,159,,55,,2017,concrete,residential
Rich Gate City Phase II Tower B1,Shenyang,CN,159,,55,,2017,concrete,residential
Verve 501 Swanston Tower,Melbourne,AU,159,,45,2004,2006,concrete,residential / retail
Post Chateau Block A,Guangzhou,CN,159,,43,,2005,concrete,residential
Post Chateau Block B,Guangzhou,CN,159,,43,,2005,concrete,residential
Goldcrest Views 1,Dubai,AE,159,57231,40,2004,2007,concrete,residential
The Pakubuwono View Lacewood Tower,Jakarta,ID,159,74455,37,2009,2011,concrete,residential
Al Dareen Tower,Doha,QA,159,,36,2007,2012,concrete,residential
TVCC,Beijing,CN,159,,31,2005,2016,steel,hotel
Agricultural Bank of China Chongqing Branch,Chongqing,CN,159,,28,2012,2017,concrete,office
Mather Tower,Chicago,US,158.9,,38,1926,1928,steel,office
China Southern Airlines Tower,Guangzhou,CN,158.9,180000,36,2013,2018,concrete/steel,office
Ding Sheng BHW Taiwan Central Plaza,Taichung,TW,158.9,104138,36,2012,2015,steel,office
Atelier,New York City,US,158.8,,46,2004,2007,concrete,residential
Hyatt Regency Seattle,Seattle,US,158.8,,45,2016,2018,concrete,hotel
Amazon Tower II,Seattle,US,158.8,,37,2014,2017,composite,office
UNICenter Tower 2,Shenzhen,CN,158.8,,48,,2017,concrete,residential
IPark Tower 103,Seoul,KR,158.6,,46,,2004,concrete,residential
China Resources Plaza Block B,Chongqing,CN,158.6,,27,2012,2015,concrete,office / retail
Hezheng Rongyue A,Shenzhen,CN,158.6,,52,2010,2013,concrete,residential
Santa Maria,Miami,US,158.5,92903,51,,1997,concrete,residential
Platinum Tower,Panama City,PA,158.5,,47,,1996,concrete,residential
Rise,Miami,US,158.5,,45,2012,2016,concrete,residential
Three Mellon Center,Pittsburgh,US,158.5,,41,,1951,steel,office
10 South Wacker,Chicago,US,158.5,,40,1985,1987,concrete,office
30 South Wacker,Chicago,US,158.5,,40,1982,1983,concrete,office
One Federal Street,Boston,US,158.5,111483,38,,1976,steel,office
Amazon Tower III,Seattle,US,158.5,,37,2015,2019,composite,office
Menara Da Vinci,Jakarta,ID,158.5,,34,,2003,concrete,residential
26 Broadway,New York City,US,158.5,60376,31,1922,1924,steel,office
Financial Centre D,Chongqing,CN,158.5,,23,2009,2011,concrete,office
Hotel Georgia,Vancouver,CA,158.5,32814,50,2008,2012,concrete,residential / hotel
Landmark Riverside T10,Chongqing,CN,158.4,,52,2012,2016,concrete,residential / retail
Landmark Riverside T9,Chongqing,CN,158.4,,52,2012,2014,concrete,residential / retail
New Orleans,Rotterdam,NL,158.4,42750,46,2007,2010,concrete,residential
Dehong World Tower A,Shenzhen,CN,158.4,,49,2009,2011,concrete,residential
Dehong World Tower B,Shenzhen,CN,158.4,,49,2009,2011,concrete,residential
Dehong World Tower C,Shenzhen,CN,158.4,,49,2009,2011,concrete,residential
Dehong World Tower F,Shenzhen,CN,158.4,,49,2009,2011,concrete,residential
Dehong World Tower G,Shenzhen,CN,158.4,,49,2009,2011,concrete,residential
Dehong World Tower H,Shenzhen,CN,158.4,,49,2009,2011,concrete,residential
Prudential Tower,Tokyo,JP,158.4,76593,38,1999,2002,steel,residential / office
Xi Sui Dong 1,Wuxi,CN,158.3,,49,,2013,concrete,residential
Xi Sui Dong 2,Wuxi,CN,158.3,,49,,2013,concrete,residential
Torre Diana,Mexico City,MX,158.3,138634,33,2013,2016,concrete,office / retail
Galaxia Tower 2,Hong Kong,CN,158.3,,52,,1998,concrete,residential
Galaxia Tower 3,Hong Kong,CN,158.3,,52,,1998,concrete,residential
Galaxia Tower 5,Hong Kong,CN,158.3,,52,,1998,concrete,residential
Sahid Surdiman Residences,Jakarta,ID,158.2,,44,,2009,concrete,residential / hotel
76 Shenton Way,Singapore,SG,158.2,,40,,2014,concrete,residential
Angkupuri,Kuala Lumpur,MY,158.2,,39,,1999,concrete,residential
Le 1501 McGill College,Montreal,CA,158.2,37746,36,,1992,concrete,office
Circle on Cavill South Tower,Gold Coast,AU,158,,50,2004,2006,concrete,residential
Skyline North Tower,Gold Coast,AU,158,,50,2002,2004,concrete,residential
Bahar 5,Dubai,AE,158,,48,2004,2007,concrete,residential
The Uptown Residences,Toronto,CA,158,,48,2007,2011,concrete,residential
CITIC Mangrove Bay R1,Zhuhai,CN,158,,45,,2013,concrete,residential
CITIC Mangrove Bay R2,Zhuhai,CN,158,,45,,2013,concrete,residential
Lake Point Tower,Dubai,AE,158,,45,2005,2008,concrete,residential
Tabrez Tower,Mumbai,IN,158,,45,,2008,concrete,residential
The Cove,Sydney,AU,158,,45,2001,2003,concrete,residential
The Beacon Roces Tower,Makati,PH,158,,44,2008,2011,concrete,residential
Torre Lugano,Benidorm,ES,158,,43,2004,2007,concrete,residential
Central Park,Mumbai,IN,158,,42,2006,2008,concrete,residential
HaYovel Tower,Tel Aviv,IL,158,118000,42,2000,2005,composite,office / government
Lancaster Suites Tower I,Mandaluyong,PH,158,,42,,2008,concrete,residential / hotel
Newsweek Building,New York City,US,158,37318,42,1930,1931,steel,office
The St. Moritz Tower,Jakarta,ID,158,,42,2013,2016,concrete,hotel / office
Tirumala Habitats,Mumbai,IN,158,,42,,2017,concrete,residential
RNA Mirage,Mumbai,IN,158,,41,,2010,concrete,residential
Amot Atrium Tower,Ramat Gan,IL,158,54000,39,2012,2016,concrete,office
Q Langsuan,Bangkok,TH,158,,39,2006,2010,concrete,residential
Al Saqr Business Tower,Dubai,AE,158,,38,1998,1999,concrete,office
Torre Norte,S??o Paulo,BR,158,114328,38,1996,1999,concrete,office
World Trade Center Residences,Dubai,AE,158,,38,2005,2008,concrete,residential
Prime Tower,Dubai,AE,158,,37,2007,2013,concrete,office
RRI Energy Plaza,Houston,US,158,130063,36,2001,2003,concrete,office
Time Place,Dubai,AE,158,,35,2005,2008,concrete,residential
Sky Tree East,Tokyo,JP,158,229237,31,2008,2012,steel,office
KTower,Tokyo,JP,158,53711,30,2008,2012,concrete,residential / office
Ooredoo Tower,Doha,QA,158,39900,29,2001,2004,concrete,office
Excellence Meilin Project Tower 1,Shenzhen,CN,158,,,2013,2016,composite,office
Excellence Meilin Project Tower 2,Shenzhen,CN,158,,,2013,2016,composite,office
Begonias,S??o Paulo,BR,157.9,,41,2006,2008,concrete,residential
Ipes,S??o Paulo,BR,157.9,,41,2007,2009,concrete,residential
Jabuticabeiras,S??o Paulo,BR,157.9,,41,2006,2008,concrete,residential
Limantos,S??o Paulo,BR,157.9,,41,2008,2011,concrete,residential
Magnolias,S??o Paulo,BR,157.9,,41,2006,2008,concrete,residential
Reseda,S??o Paulo,BR,157.9,,41,2006,2008,concrete,residential
Zineas,S??o Paulo,BR,157.9,,41,2007,2009,concrete,residential
Three Hundred,Toronto,CA,157.9,58195,52,2011,2014,concrete,residential
Torre Le Parc,Buenos Aires,AR,157.9,57100,51,1992,1996,concrete,residential
The Residences at the RitzCarlton,Philadelphia,US,157.9,57383,46,2007,2009,concrete,residential
Optical Valley New World Center B,Wuhan,CN,157.9,41004,26,2014,2017,composite,office
Absolute World Building E,Mississauga,CA,157.9,35380,50,2007,2012,concrete,residential
UNICenter Tower 7,Shenzhen,CN,157.8,,44,,2017,concrete,residential
Palms Place,Las Vegas,US,157.8,,50,2006,2008,concrete,residential / hotel
CNA Center,Chicago,US,157.7,82250,35,2016,2018,steel,office
The Columbian,Chicago,US,157.7,,47,2005,2008,concrete,residential
Century Gateway 1,Hong Kong,CN,157.7,,44,2007,2014,concrete,residential
Diplomat Commercial Office Tower,Manama,BH,157.6,44615,36,2008,2012,concrete,office
Shenzhen Zhongzhou Holdings Financial Center Tower B,Shenzhen,CN,157.6,,34,2008,2014,composite,residential
TCW Tower,Los Angeles,US,157.6,63754,37,,1990,steel,office
Sharp Centum Park 102,Busan,KR,157.6,,51,,2005,concrete,residential
Sharp Centum Park 104,Busan,KR,157.6,,51,,2005,concrete,residential
Sharp Centum Park 106,Busan,KR,157.6,,51,,2005,concrete,residential
Sharp Centum Park 107,Busan,KR,157.6,,51,,2005,concrete,residential
Sharp Centum Park 108,Busan,KR,157.6,,51,,2005,concrete,residential
Sharp Centum Park 110,Busan,KR,157.6,,51,,2005,concrete,residential
Sharp Centum Park 112,Busan,KR,157.6,,51,,2005,concrete,residential
Sharp Centum Park 113,Busan,KR,157.6,,51,,2005,concrete,residential
Sharp Centum Park 114,Busan,KR,157.6,,51,,2005,concrete,residential
UNICenter Tower 4,Shenzhen,CN,157.5,,45,,2017,concrete,residential
Shanghai JW Marriott Marquis Hotel,Shanghai,CN,157.5,,39,2015,2019,concrete,hotel
AG Tower,Dubai,AE,157.5,,37,2005,2009,concrete,office
Jinan Center Financial City A51,Jinan,CN,157.5,,34,,2016,composite,office
Bank of Chongqing Tower,Chongqing,CN,157.5,,33,2013,2015,concrete,office
Icon,New York City,US,157.4,,42,2005,2009,concrete,residential
191 North Wacker Drive,Chicago,US,157.4,68184,37,2000,2002,composite,office
Huarun Jiacheng Five Elephants #13,Nanning,CN,157.4,,53,2015,2017,concrete,residential
Huarun Jiacheng Five Elephants #16,Nanning,CN,157.4,,53,2015,2017,concrete,residential
La Cite Noble Tower 2,Hong Kong,CN,157.4,,46,1997,1999,concrete,residential
La Cite Noble Tower 5,Hong Kong,CN,157.4,,46,1997,1999,concrete,residential
China Resources Shenzhen Bay Yuefu Phase 2 Tower 1,Shenzhen,CN,157.3,,44,2014,2018,concrete,residential
3 Civic Plaza,Surrey,CA,157.3,,50,2014,2018,concrete,residential / hotel
Park Court Akasaka The Tower,Tokyo,JP,157.3,71339,43,2006,2009,precast,residential / office
The Highpoint,New York City,US,157.3,18619,49,,1988,concrete,residential
Century Gateway 5,Hong Kong,CN,157.3,,43,2007,2014,concrete,residential
EAST Miami,Miami,US,157.3,,41,2012,2016,concrete,serviced apartments / hotel
Union Bank Plaza,Los Angeles,US,157.3,68525,40,1965,1967,steel,office / retail
The Edition Times Square,New York City,US,157.3,,42,2015,2019,concrete/steel,hotel / retail
Akbank Tower,Istanbul,TR,157.3,,39,1988,1993,concrete,office
Frost Bank Tower,Austin,US,157.2,50680,33,2001,2004,concrete,office
Park Towers One,Hong Kong,CN,157.1,,51,,1989,concrete,residential
City Point Tower II,New York City,US,157.1,,46,2013,2016,concrete,residential
Exchange Place Center,Jersey City,US,157.1,64741,32,,1990,steel,office
Kroma Tower,Makati,PH,157,,52,2013,2018,concrete,residential
Grid Condos,Toronto,CA,157,33000,50,2016,2019,concrete,residential
City Point Tower 5,Hong Kong,CN,157,,47,2011,2015,concrete,residential
City Point Tower 6,Hong Kong,CN,157,,47,2011,2015,concrete,residential
Summit Terrace 1,Hong Kong,CN,157,,43,,2003,concrete,residential
Atago Green Hills Forest Tower,Tokyo,JP,157,62288,42,,2001,steel,residential
UResidence Tower 1,Tangerang,ID,157,,41,2010,2012,concrete,residential
Chamchuri Office Tower,Bangkok,TH,157,89029,40,2005,2008,concrete,office
Tanzania Ports Authority Headquarters,Dar es Salaam,TZ,157,,40,2012,2016,concrete,office
Icon Midtown,Atlanta,US,157,,39,2016,2018,concrete,residential
The Atrium Serviced Apartments,Chengdu,CN,157,21397,38,,2015,concrete,serviced apartments
Twin 21 MID Tower,Osaka,JP,157,,38,,1986,composite,office
Twin 21 National Tower,Osaka,JP,157,,38,,1986,composite,office
Sharjah Sail Tower,Sharjah,AE,157,,36,,2008,concrete,residential / office
Interchange 21,Bangkok,TH,157,,34,,2008,concrete,office
Alfa Group Tower,Tangerang,ID,157,,30,2015,2018,concrete,residential / office
401 East Ontario Street,Chicago,US,157,,51,,1990,concrete,residential
Sterling Drug Company Building,New York City,US,157,81661,41,,1964,steel,office
Seagram Building,New York City,US,157,59457,38,1956,1958,steel,office
Emaar Square Heights Residences,Istanbul,TR,157,,34,2012,2017,concrete,retail / residential
Southcore Financial Centre Delta Hotel,Toronto,CA,156.8,54154,47,2012,2014,concrete,hotel
Le Sommet,Hong Kong,CN,156.8,35236,50,1998,2000,concrete,residential
Cheongna Exllu Tower C,Incheon,KR,156.8,,47,2008,2011,concrete,residential
One York Street,Toronto,CA,156.8,74322,35,2013,2016,concrete,office
Festival Tower,Toronto,CA,156.7,,42,2007,2011,concrete,residential
Huaku Sky Garden,Taipei,TW,156.7,47133,38,2013,2017,concrete,residential
Optical Valley New World Hotel,Wuhan,CN,156.7,37408,36,2014,2017,composite,hotel
Kasumigaseki Common Gate East Building,Tokyo,JP,156.7,132253,33,2005,2007,steel,office
Altira Macau,Macau,CN,156.7,,32,2005,2007,concrete,hotel / casino
The Streeter,Chicago,US,156.7,,50,2005,2007,concrete,residential
La Cite 1,Macau,CN,156.7,,49,,2007,concrete,residential
La Cite 2,Macau,CN,156.7,,49,,2007,concrete,residential
La Cite 3,Macau,CN,156.7,,49,,2007,concrete,residential
La Cite 4,Macau,CN,156.7,,49,,2007,concrete,residential
La Cite 5,Macau,CN,156.7,,49,,2007,concrete,residential
Rainier Tower,Seattle,US,156.7,,31,,1977,steel,office
Ellery Terrace Kowloon,Hong Kong,CN,156.5,,45,1998,2000,concrete,residential
1214 Fifth Avenue,New York City,US,156.4,39750,43,2010,2012,concrete,residential / office
WTower,Tel Aviv,IL,156.4,50000,46,2006,2010,concrete,residential
Liberte 7,Hong Kong,CN,156.4,,44,,2003,concrete,residential
600 North Lake Shore Drive  South Tower,Chicago,US,156.4,50302,47,2005,2009,concrete,residential
MidContinent Tower,Tulsa,US,156.4,,36,,1984,steel,office
Bank of New York Building,New York City,US,156.4,,31,,1927,steel,office
One Churchill Place,London,GB,156.3,157164,30,2001,2004,composite,office
Park Tower Condominiums,Chicago,US,156.3,,54,1971,1973,concrete,residential
Trump Tower 1,Istanbul,TR,156.3,,39,2007,2011,concrete,residential
1 West End Avenue,New York City,US,156.3,75566,43,2015,2017,concrete,residential
Jinan Center Financial City A54,Jinan,CN,156.2,,40,,2016,composite,office
Helicon,San Pedro Garza Garc??a,MX,156.2,,33,2009,2012,concrete,office
The Ivy,Miami,US,156.2,89373,45,2005,2008,concrete,residential
Millennium Towers North,New York City,US,156.1,49900,44,1928,1930,steel,office
One Hanson Place,New York City,US,156.1,,42,1927,1929,steel,office
1407 Broadway,New York City,US,156.1,92902,41,,1950,steel,office
International Building,New York City,US,156.1,106687,41,1933,1935,steel,office
LaSalleWacker Building,Chicago,US,156.1,,41,1929,1930,steel,office
437 Madison Avenue,New York City,US,156.1,,40,,1967,steel,office
Bryan Tower,Dallas,US,156.1,102192,40,1970,1973,steel,office
Fourth and Madison Building,Seattle,US,156.1,97826,40,2000,2003,composite,office
PNC Tower,Louisville,US,156.1,67203,40,1970,1972,steel,office
Doosan Tower,Seoul,KR,156.1,,34,,1998,concrete,office
Upper West Side Tower 2 (Madison),Melbourne,AU,156,,50,2011,2014,concrete,residential
Four Winds Tower A,Istanbul,TR,156,,49,2010,2014,concrete,residential
Four Winds Tower B,Istanbul,TR,156,,49,2010,2014,concrete,residential
Four Winds Tower C,Istanbul,TR,156,,49,2010,2014,concrete,residential
Four Winds Tower D,Istanbul,TR,156,,49,2010,2014,concrete,residential
Hordern Towers,Sydney,AU,156,,48,1997,1999,concrete,residential
Presnya City 1,Moscow,RU,156,,44,2015,2019,concrete,residential
Presnya City 2,Moscow,RU,156,,44,2015,2019,concrete,residential
Presnya City 3,Moscow,RU,156,,44,2015,2019,concrete,residential
Palmetto Eliptic,Cartagena,CO,156,,41,2009,2011,concrete,residential
Bellagio Golfview Residences Tower 3,Taguig City,PH,156,,39,,2010,concrete,residential
DLF Camellias,Gurgaon,IN,156,,39,,2017,concrete,residential
China Merchants Tower,Hong Kong,CN,156,,38,1983,1985,composite,office
Shun Tak Centre West,Hong Kong,CN,156,,38,1983,1985,composite,office
Excellence Century Plaza Tower 4,Shenzhen,CN,156,,37,2007,2010,composite,hotel
NEC Tamagawa Renaissance City Phase II,Kawasaki,JP,156,105570,37,2002,2005,steel,office
Kasumigaseki Building,Tokyo,JP,156,153223,36,1965,1968,steel,office
Olivia Star,Gdansk,PL,156,,35,2015,2018,steel/concrete,office
Sunshine Insurance Finance Plaza,Sanya,CN,156,105000,35,2014,2018,concrete,hotel / office / retail
Cyber2 Tower,Jakarta,ID,156,,33,,2009,concrete,office
NTT DoCoMo Sumida Building,Tokyo,JP,156,48990,27,,2003,steel,office
Kudrinskaya Square,Moscow,RU,156,,24,1950,1954,steel,residential
